,question,model_answer,true_answer
17436,bulawayo is part of zimbabwe,Yes,Yes
17437,soak in hotspring is motivated by a goal of sad,No,No
17438,tanks is usually located at train station,No,No
17439,lie entails give birth,No,No
17440,rented flat is usually located at pastry,No,No
17441,watching film has a subevent of falling sleep,Yes,Yes
17442,oxygen is created by plants,Yes,Yes
17443,most tires usually recieves an action of filled with air,Yes,Yes
17444,shade is the opposite of landscape,No,No
17445,soccer net is usually located at pantry,No,No
17446,meet girls has a first subevent of choose story,No,No
17447,reading book is usually used for relaxing,Yes,Yes
17448,take bus has a prerequisite of go to park,No,No
17449,drugs is capable of talk,No,No
17450,rhineland palatinate is part of golf course,No,No
17451,credible is the opposite of inexpensive,No,No
17452,scrap food is usually located at desk,No,No
17453,san jose is part of costa rica,Yes,Yes
17454,finding truth has a prerequisite of investigation,Yes,Yes
17455,coil is usually used for paint car,No,No
17456,printing on printer usually causes action,No,No
17457,hit bottle is motivated by a goal of smell better,No,No
17458,listen to music has a subevent of feel emotions,Yes,Yes
17459,spur entails injure,Yes,Yes
17460,exhaustion causes desire of sleep,Yes,Yes
17461,earth has muscles,No,No
17462,having checkup is usually used for pin,No,No
17463,shower stall is part of shower room,Yes,Yes
17464,detectable is the opposite of unimpressive,No,No
17465,lie has a prerequisite of enter bathroom,No,No
17466,person is capable of pray,No,No
17467,irreplaceable is the opposite of unfortunate,No,No
17468,babassu nut is part of spain,No,No
17469,poop is usually located at lawn,Yes,Yes
17470,epidermis is part of step,No,No
17471,going to concert usually causes ringing of ears,Yes,Yes
17472,encipher is the opposite of minimum,No,No
17473,have fun has a prerequisite of look for job,No,No
17474,make love has a first subevent of kiss,Yes,Yes
17475,canopy is part of germany,No,No
17476,typing has a subevent of press buttons on keyboard,Yes,Yes
17477,going into trance usually causes religious experience,Yes,Yes
17478,rosebush is usually located at flower garden,Yes,Yes
17479,have shower has a first subevent of fall asleep,No,No
17480,mathematical notation is part of mathematical statement,Yes,Yes
17481,abuja is part of oregon,No,No
17482,paper is usually located at waste bin,Yes,Yes
17483,cashing in has a subevent of arrange thoughts,No,No
17484,chemnitz is part of germany,Yes,Yes
17485,central america is part of american cranberry,No,No
17486,wash car has a subevent of look if comes,No,No
17487,telpher is part of road,No,No
17488,buy hamburger has a last subevent of carry away,Yes,Yes
17489,toilet is usually located at house,Yes,Yes
17490,ocular muscle is part of terabit,No,No
17491,billiard ball is usually used for playing billiards,Yes,Yes
17492,start fire is motivated by a goal of heat,Yes,Yes
17493,wake island is part of pacific,Yes,Yes
17494,west coast is part of west,Yes,Yes
17495,human body has eyes,No,No
17496,staying in bed has a subevent of locate experts,No,No
17497,dish is usually used for launch,No,No
17498,dystopia is the opposite of utopia,Yes,Yes
17499,ear is usually located at boat,No,No
17500,go on stage is motivated by a goal of go somewhere,No,No
17501,libraries usually recieves an action of filled with books,Yes,Yes
17502,pail is usually used for carry water,Yes,Yes
17503,apron is part of airfield,Yes,Yes
17504,living life has a subevent of loving,Yes,Yes
17505,phone is usually located at desk,Yes,Yes
17506,go for run is motivated by a goal of stay in shape,Yes,Yes
17507,traveling has a subevent of staying in hostel,Yes,Yes
17508,ice has a property of dangerous,No,No
17509,see particular program has a prerequisite of buy ticket,Yes,Yes
17510,creating art is usually used for fun,Yes,Yes
17511,inland sea is part of vertebra,No,No
17512,penis is capable of frighten intruders,No,No
17513,cleaning clothes has a subevent of clench fist,No,No
17514,playing is usually used for personal benefit,No,No
17515,giving clue usually causes finding answer,Yes,Yes
17516,supermarket is usually used for carry tools,No,No
17517,exercising is usually used for keeping excess weight off,Yes,Yes
17518,punishing usually causes anger,Yes,Yes
17519,gideon's bible is usually located at motel,Yes,Yes
17520,entertaining people has a subevent of laughter,Yes,Yes
17521,behind is distinct from front,Yes,Yes
17522,university of wisconsin is part of infrastructure,No,No
17523,little is the opposite of catabasis,No,No
17524,going to play has a subevent of become impatient,No,No
17525,tertiary is part of cenozoic,Yes,Yes
17526,buying has a subevent of jog,No,No
17527,skiing is usually used for rejuvenation,No,No
17528,stumble entails walk,Yes,Yes
17529,reaching impasse has a subevent of selling out,No,No
17530,table is usually used for rush,No,No
17531,guns is capable of bus table,No,No
17532,trash can is usually located at park,Yes,Yes
17533,walking in rain has a subevent of get wet,Yes,Yes
17534,fever usually causes higher body temperature,Yes,Yes
17535,sports has a property of fun,Yes,Yes
17536,steering wheel is part of steering system,Yes,Yes
17537,go see film has a subevent of examining ceiling,No,No
17538,black hills is part of south dakota,Yes,Yes
17539,start family has a subevent of put through paces,No,No
17540,khartoum is part of american revolution,No,No
17541,corporation is capable of hold bank account,Yes,Yes
17542,maul entails mutilate,Yes,Yes
17543,alcohol is usually located at fraternity house,Yes,Yes
17544,passing course has a subevent of get old maid,No,No
17545,walking in rain has a subevent of carry umbrella,Yes,Yes
17546,pay by check has a prerequisite of look under things,No,No
17547,play chess has a subevent of locate car,No,No
17548,rappel entails mountaineer,Yes,Yes
17549,bell is usually used for gardeners,No,No
17550,meet girls is motivated by a goal of travel quickly,No,No
17551,go to work has a prerequisite of get tools,No,No
17552,person desires feel happy,Yes,Yes
17553,cleaning has a subevent of might cry,No,No
17554,attend classical concert has a subevent of stay in shape,No,No
17555,hike has a subevent of earn money,No,No
17556,larynx is part of human body,Yes,Yes
17557,pillow case is usually used for cutting wood,No,No
17558,parent is capable of name children,Yes,Yes
17559,lying has a prerequisite of imagination,Yes,Yes
17560,passing class usually causes become cold,No,No
17561,score homer has a prerequisite of tell joke,No,No
17562,course is part of wall,Yes,Yes
17563,going to store is usually used for play checkers,No,No
17564,bathing is usually used for writing,No,No
17565,kalahari is part of shoulder,No,No
17566,kiss is motivated by a goal of see stars,No,No
17567,centavo is part of dominican peso,Yes,Yes
17568,possessions is usually located at arm,No,No
17569,billboard is usually located at cabinet,No,No
17570,finding lost item has a prerequisite of searching,Yes,Yes
17571,jumping at chance usually causes getting fat,No,No
17572,singing has a prerequisite of go into court,No,No
17573,telling many people about has a subevent of yell,Yes,Yes
17574,netherlands is part of europe,Yes,Yes
17575,becoming inebriated has a subevent of falling over,Yes,Yes
17576,san joaquin river is part of radio,No,No
17577,walking in rain has a subevent of taking shower,No,No
17578,playing harp usually causes knee injury,No,No
17579,majority is part of pitchfork,No,No
17580,keepsakes is usually located at trunk,Yes,Yes
17581,emacs is capable of paste text,Yes,Yes
17582,go to mall has a subevent of repeat information,No,No
17583,learn about science has a prerequisite of read science book,Yes,Yes
17584,maintaining good health usually causes longer life,Yes,Yes
17585,pencil is usually used for doing math,Yes,Yes
17586,become scuba diver has a prerequisite of buy ingredients,No,No
17587,star is capable of kill people,No,No
17588,basketball has a property of one form of exercise,Yes,Yes
17589,taking examination usually causes boredom,No,No
17590,issues is capable of bus students,No,No
17591,having fun has a subevent of losing,No,No
17592,pavement is usually used for riding motorcycle over,Yes,Yes
17593,wernicke's area is part of language area,Yes,Yes
17594,pas de quatre is part of ballet,Yes,Yes
17595,cervical vertebra is part of chartres,No,No
17596,braunschweig is part of germany,Yes,Yes
17597,go to work has a subevent of using public phones,No,No
17598,d l is the opposite of u l,Yes,Yes
17599,strip mall is usually located at sandbox,No,No
17600,dar es salaam is part of garment,No,No
17601,pleasure is defined as son of god,No,No
17602,waking up in morning has a subevent of adding number to memory,No,No
17603,virginia is part of south,Yes,Yes
17604,pray has a first subevent of get needle,No,No
17605,oxygen is usually located at space shuttle,Yes,Yes
17606,watching tv usually causes laziness,Yes,Yes
17607,lens cortex is part of africa,No,No
17608,condoms is usually located at veterinarians office,No,No
17609,set is part of communication system,Yes,Yes
17610,pregnancy is capable of master instrument,No,No
17611,erase entails rub,Yes,Yes
17612,prince is capable of succeed king,Yes,Yes
17613,knit has a prerequisite of buy yarn,Yes,Yes
17614,harpsichord is usually used for making music,Yes,Yes
17615,put option is part of internet,No,No
17616,sen is part of germany,No,No
17617,mandalay is part of west indies,No,No
17618,buy shirt has a prerequisite of try on,Yes,Yes
17619,great salt lake is part of eye,No,No
17620,trees is capable of produce fruit,Yes,Yes
17621,use television has a prerequisite of working,No,No
17622,clippers is usually located at bathroom,Yes,Yes
17623,sofa is usually used for justify hate,No,No
17624,solar magnetic field is part of interplanetary medium,Yes,Yes
17625,attending rock concert has a subevent of slurring of words,No,No
17626,analyse has a prerequisite of take class,No,No
17627,afterbeat is the opposite of forebeat,Yes,Yes
17628,homeowner is capable of cool engine,No,No
17629,go on stage has a prerequisite of have talent,Yes,Yes
17630,buy small has a prerequisite of get cigarette,No,No
17631,entertaining has a subevent of jog together,Yes,Yes
17632,augusta is part of brush,No,No
17633,right winger is the opposite of left winger,Yes,Yes
17634,rosebush is usually located at botanic garden,Yes,Yes
17635,refrigerator is capable of amount to,No,No
17636,loaf is usually located at breadbox,Yes,Yes
17637,quarter is part of june,No,No
17638,cup is usually used for walk down,No,No
17639,waiting tables has a subevent of watch other people,No,No
17640,nightcap is part of court,No,No
17641,car window is part of heating system,No,No
17642,galeras is part of colombia,Yes,Yes
17643,algiers is part of algeria,Yes,Yes
17644,sea is usually used for christmas,No,No
17645,advancing into battle usually causes fear,Yes,Yes
17646,education is usually located at refrigerator,No,No
17647,go to get haircut has a prerequisite of washing,No,No
17648,opposite of hostile has a property of inside,No,No
17649,red sea is part of indian ocean,Yes,Yes
17650,button is usually used for fasten,Yes,Yes
17651,taking break has a subevent of get injured,No,No
17652,toothbrushes is usually located at dentist,Yes,Yes
17653,fungus is usually located at forest,No,No
17654,rhine is part of germany,Yes,Yes
17655,join army has a subevent of mention product,No,No
17656,teapot has spout,Yes,Yes
17657,buy house has a subevent of laughing,No,No
17658,exercising is usually used for sit on,No,No
17659,grocer is capable of farm corn,No,No
17660,watching television show usually causes sleep,Yes,Yes
