,questions,labels
6763,is breeze hard?,0
6764,Is lake made of rock,0
6765,is tap an object?,0
6766,is car man made,1
6767,Is air a machine?,0
6768,Is cloud something you can buy?,0
6769,Can liqueur be held in one hand?,1
6770,is pizza a food?,1
6771,Is rhino green?,0
6772,is table used at living room,1
6773,Does bible change shape?,0
6774,Is rainwater related to electromagnetism/,0
6775,is sheepskin an object?,1
6776,s tree  a plant,1
6777,is heretic human,1
6778,Is houseboy an animal?,0
6779,Is antennae found in a garage?,1
6780,Is headphone consumable?,0
6781,Is lettuce a plant,1
6782,is watermark part of the city,0
6783,Is catch a game?,1
6784,is pharaoh edible?,0
6785,Is sty in a living room,0
6786,Is chair wooden?,1
6787,Is dishwater big?,0
6788,Can necklace be found in the wilderness?,0
6789,is gutter one solid piece,1
6790,is toe used for recreation,0
6791,Is surf found on Earth?,1
6792,WOuld you find pier in a city?,1
6793,Is nitrite related to money?,0
6794,is soot smaller than a breadbox,0
6795,Is dollop flour?,0
6796,is daydreamer a term used to describe someone?,1
6797,Would you put hairpin in your hair?,1
6798,is piston larger than a car?,0
6799,is kernel edible?,1
6800,Can iguana move by itself?,1
6801,Does psychoanalyst have legs?,1
6802,is heart related to human's organ,1
6803,is debutante a woman,1
6804,Is patella solid?,1
6805,Is rainbow colorful,1
6806,is socialism a political idea,1
6807,Is birdbath a food?,0
6808,is kinswoman alive,1
6809,Is needle made up of mostly metal?,1
6810,Is tetherball climate dependent?,0
6811,is giver a single item ?,1
6812,is ducktail something people use regularly?,0
6813,is enema a building?,0
6814,is yolk a food?,1
6815,Is aorta a plant?,0
6816,Is pinwheel colorful?,1
6817,is condition a concept?,1
6818,is poetess woman,1
6819,does pioneer include both genders?,1
6820,Does gel come in packaging?,1
6821,is bully something you find in a home,1
6822,Is livery for men?,1
6823,Can you use screwdriver as a tool?,1
6824,Is mammogram a natural idea?,0
6825,is soot a plant,0
6826,is campfire found outdoors?,1
6827,Does letterhead have an engine?,0
6828,is trunk cardboard?,0
6829,Does storybook have medicinal properties,0
6830,is sacker alive,1
6831,is revolver popular,1
6832,Can swimming pool get dirty,1
6833,Is bungee man-made?,1
6834,Is alarm a living thing?,0
6835,is lamp an object?,1
6836,Is school part of the body like a hand?,0
6837,CAn you buy blinker at walmart,1
6838,is trees related to nature,1
6839,Is overlay a cover for something?,1
6840,can walls be found outside,1
6841,is noisemaker a profession,0
6842,is shoes shoes,1
6843,is group a scientist of some type?,0
6844,Is poseidon furry?,0
6845,Is secrets written about in books?,1
6846,Can voltage be contained in a bag? ,0
6847,does ragtime involve more than one person,1
6848,is psychologist a professional sport?,0
6849,Is steeple tall?,1
6850,Is vet a person?,1
6851,Is warlord a plant?,0
6852,is service-dog a job that an animal does?,1
6853,Is pokemon a cartoon?,1
6854,is valet done outside?,1
6855,is director an occupation,1
6856,Is fruit manmade?,0
6857,is constellation black?,0
6858,does cup have a lid,1
6859,is river something I might find in my house? ,0
6860,is mansion fancy,1
6861,does trucker have skin,1
6862,Can dice be used for games?,1
6863,Is desert edible?,0
6864,Is exhibitionist a human being?,1
6865,ca I touch underclothing my hands,1
6866,is gumdrop liquid,0
6867,is infantryman a person ,1
6868,is preservative candy?,0
6869,is scumbag an object?,0
6870,Is showstopper a sport?,1
6871,Is confetti used for decoration?,1
6872,is fedora electronic,0
6873,can I buy house in a store?,0
6874,Is passenger alive?,1
6875,Can floor jump?,0
6876,Is skateboarder an animal?,0
6877,does weather have anything to do with climate,1
6878,is leaf some kind of plant or tree?,1
6879,is sulking an activity,1
6880,Is daddy overweight?,1
6881,Is townhouse scientific,0
6882,is school something media talk about?,1
6883,Is template a food item?,0
6884,Is compartment touchable?,1
6885,do you use expo with your mouth?,0
6886,Does diesel have moving parts?,0
6887,Is primrose a plant?,1
6888,Is matting made of wood?,0
6889,Is filament used for grooming?,0
6890,can you fit locomotion in a backpack?,0
6891,is wastebasket for women?,1
6892,Is peeler made out of metal?,1
6893,is walls usually just one color?,1
6894,is watercress food?,1
6895,is keystroke helpful in everyday life,1
6896,is pebble a place?,0
6897,Is forest an ecosystem,1
6898,Is cookbook something common?,1
6899,Is anchor a vehicle?,0
6900,Is feeler man made?,0
6901,Is uproar living?,0
6902,is hardcover automotive?,0
6903,Is babe a job title,0
6904,does firework have anything to do with the environment,0
6905,Does washstand have a roof?,0
6906,Is road a family member,0
6907,is batwing still alive,1
6908,does jaywalker grow?,1
6909,is chimney plastic?,0
6910,Is latex a scientific job?,0
6911,is grandson larger than a chair?,1
6912,is registrar related to a producer,0
6913,is painting related to art?,1
6914,is box an item,1
6915,is flatfoot a household item,0
6916,is cold related to weather?,1
6917,Is lifeboat heavier than 10lbs?,1
6918,Does aerialist have any color,0
6919,Is sharkskin used for eating?,0
6920,IS playground for children?,1
6921,is cigarettes necessary,0
6922,is ladle plastic?,1
6923,does hard grow,0
6924,Is burglar safe to interact with?,0
6925,is jewelry expensive?,1
6926,is housetop alive,0
6927,i have no idea!  Is moccasin bought at a specialty store,1
6928,is housetops a place,1
6929,Is idol a biological desire?,0
6930,could you find professor in a school?,1
6931,is violin metal?,0
6932,"Is pomegranate a specific type of tree, like oak?",0
6933,Does television have a screen?,1
6934,Is scribbler an American?,1
6935,is walking dangerous,0
6936,Is frankincense heavy?,0
6937,is actor a living thing,1
6938,is sailorman labor?,1
6939,is undertaker something humans produce,0
6940,Is toy mainly used by adults?,0
6941,Can you find camoflague in the military?,1
6942,Is grater big?,0
6943,is purse ever made of leather?,1
6944,is reactor electronic?,1
6945,Does vermouth grow?,0
6946,Does dishtowel make noise?,0
6947,is froth alive,0
6948,		Is footboard alive?,0
6949,is auto found in a garage,1
6950,Is sugar larger than a watermelon?,0
6951,Is halloween built?,0
6952,Is pig a thing?,1
6953,Is rainforest used for decoration?,0
6954,Is pilot human,1
6955,is breast something about her body,1
6956,Is tribe outside?,1
6957,Is rock alive,0
6958,Is mainsail used above ground?,1
6959,Does courthouse have to do with government work?,1
6960,Is mouthwash a common item?,1
6961,is television a gas,0
6962,is pothole something you own?,0
6963,is jar edible,0
6964,does bakeshop have a specific name?,1
6965,is dwelling bigger than a 2 story house?,1
6966,does hurdler involve moving,1
6967,Can decongestant be purchased at the store?,1
6968,does bus fit in a person's hand,0
6969,Is doormat invisible?,0
6970,is voyeur a profession,0
6971,Is warlock alive?,1
6972,is overlay outside?,1
6973,is squeaker alive,0
6974,Does smokescreen exist above ground?,1
6975,can imagination be forgotten?,1
6976,Is pastrami metal?,0
6977,is watcher a person?,1
6978,Is stadium a building?,1
6979,Is carafe man made?,1
6980,Can I find air anywhere,1
6981,is petal related to plants,1
6982,is skin manmade?,0
6983,Is boomerang used for transportation?,0
6984,is weapons related to technology,1
6985,Is ricotta made of metal?,0
6986,Does envelope need power?,0
6987,is lifeblood alive,1
6988,Is ladybird man-made?,0
6989,is watercolorist political,0
6990,Is pool man made,1
6991,Is cancer toxic,1
6992,Is lifebuoy related to the arts?,0
6993,is television alive,0
6994,is theatergoer a specific job or role?,0
6995,does hat smell,1
6996,Is ocean man made?,0
6997,Is condition smaller than a cat?,0
6998,Is masterpiece a question?,0
6999,Does greenroom have large doors?,1
7000,Is warlord alive?,1
7001,does sap have doors?,0
7002,is fjord larger that a car,1
7003,is crepe a tool?,0
7004,Does lights use electricity?,1
7005,Is spillage a pathway or road?,0
7006,is juggler human?,1
7007,Is holly alive?,1
7008,Does kind have a function?,0
7009,Is room used to eat?,0
7010,Is percolator a crockpot?,0
7011,do you hang cup on a wall,1
7012,is homework made of metal,0
7013,Is baits long? ,1
7014,Is poultry a cat?,0
7015,Is car expensive to purchase?,1
7016,is shed bigger than a binder,1
7017,is onion a workplace?,0
7018,Does violinist utilize a tool or instrument of sorts?,1
7019,Would you keep vineyard indoors?,0
7020,is oregano a plant,1
7021,"Is sawhorse a solid, tangible object? something that can be touched",1
7022,Does lubrication have color?,1
7023,is butter soft?,1
7024,is lint expensive,0
7025,is amoeba microscopic?,1
7026,is neuropsychologist colorful,0
7027,is doctor a person? ,1
7028,is doctor a white collar job?,1
7029,is dentist human,1
7030,Is talker related to a place?,0
7031,Is tusk a common item?,0
7032,Does kitchenette spin?,0
7033,is gallbladder made of wood? ,0
7034,is client alive,1
7035,Is fountain ever used by children?,1
7036,Is pregnancy specific to humans?,0
7037,is trash jeweled?,0
7038,Is hellhole colorful?,0
7039,is toilet found in a bathroom,1
7040,is cue man made,1
7041,does hospital deal with sick people?,1
7042,Is countryman human?,1
7043,Is antibiotic an animal?,0
7044,is automobile something mechanical?,1
7045,is gooseberry grown on a farm?,1
7046,Is bell found in an office?,1
7047,is aircraft a thing?,1
7048,Is racecar alive,0
7049,is collaborator a gas?,0
7050,is heart a feeling,0
7051,is home made in a factory,0
7052,Does tobacco fit in your hand?,1
7053,Is timer something dreadful?,0
7054,Is ornaments decoration?,1
7055,Was bread alive?,0
7056,is murder legal?,0
7057,Is silver hard?,1
7058,Does schooner use electricity?,1
7059,is pots used for cooking,1
7060,is oilman big,1
7061,is breather expensive,0
7062,is interview something mechanical,0
7063,is slush on the earth - ground and not air?,1
7064,Is constable an idea?,0
7065,Is metal benificial?,1
7066,Is bomb made of paper?,0
7067,is year an object?,0
7068,Is homebody an item?,0
7069,is stage touchable,1
7070,is dugout hard,1
7071,is supermarket a business,1
7072,is calclator electronic?,1
7073,is telescope man made? ,1
7074,Is water necessary for survival,1
7075,IS carport for children?,0
7076,is stew food?,1
7077,Is peanut edible?,1
7078,is motor large,1
7079,Is bathtub found outside?,0
7080,is corkboard made of metal,0
7081,is phrasebook clothing,0
7082,does valet involve a court room,0
7083,is piano furniture,1
7084,use shampoo on your head?,1
7085,is pilaf found in homes?,1
7086,Is tailor clothes?,0
7087,Is sword used as a weapon?],1
7088,Is meteor found on earth?,0
7089,does court have jail cells?,1
7090,is storehouse made of metal?,1
7091,is sewing related to thought?,0
7092,Does countryman have children?,1
7093,is nightwear furniture,0
7094,Is daffodil an animal?,0
7095,Is table big?,1
7096,Can grille be smaller than a hand?,0
7097,Is pier a physical object?,1
7098,is polyethylene a cleaning product?,0
7099,Can you  use gunboat outside?,1
7100,can cloud be bought>,0
7101,Is footrest a physical object?,1
7102,is tow alive?,0
7103,Can you take printer camping?,0
7104,Is cemetery a forest?,0
7105,Is bloodstream an animal?,0
7106,is cup made of plastic?,1
7107,Is prong a plant?,0
7108,Is jouster something taught in school?,0
7109,is sharks an object?,0
7110,is duffel part of the body?,0
7111,Is child old?,0
7112,Is chairman a object?,0
7113,is closet inside a business,1
7114,is lamp expensive?,1
7115,does pepper hold beverages?,0
7116,is engine used by people?,1
7117,is brick alive?,0
7118,is manuscript used to save memories?,0
7119,is skin a person,0
7120,Is phosphate a title?,0
7121,Is recorder used to help people?,1
7122,is sycamore nature made?,1
7123,is article on the ground?,0
7124,is vase fragile,1
7125,is sock an appliance? ,0
7126,is detailer a modern profession?,1
7127,is bandleader in a house?,1
7128,does pipette involve writing,0
7129,Is enzyme living?,1
7130,Is sitter a mammal?,1
7131,is mitochondria related to animals,1
7132,Is songwriter an elected officials title?,0
7133,Is beer liquid?,1
7134,Is knife living?,0
7135,Is landlord a person,1
7136,is sun indoors,0
7137,Does dramatist involve wearing a uniform?,0
7138,is housedress larger than a pillow?,1
7139,Can slum be touched?,1
7140,is person a person?,1
7141,is overeater male?,1
7142,is cajun human being related?,1
7143,is wheel mineral,0
7144,can dirt fit in your hand,1
7145,is water a solid?,0
7146,is masque something you can see,1
7147,is headdress a tool,0
7148,Is bobble an object?,1
7149,Is antihistamine a soap,0
7150,Is cwm a specific kind of pig?,0
7151,Is germs microscopic?,1
7152,Can bush be found in nature?,1
7153,Is body found inside?,1
7154,Is shirt clothing,1
7155,Is goalkeeping on the sky?,0
7156,can you buy alien at a store,0
7157,does perfume have a scent? ,1
7158,is raincoat used to hold things? ,0
7159,Is pillow soft to the touch?,1
7160,Is fence normally in someones yard,1
7161,Is monk a monk or connected to monks?,1
7162,Is flower found in nature?,1
7163,is gardening paper,0
7164,is knickers made up of plastic,0
7165,Is mother a male?,0
7166,is granite found outdoors?,1
7167,is merchant human,1
7168,is neat colorful?,0
7169,does hemoglobin make noise?,0
7170,is stickman dangerous ?,0
7171,Is sideswipe find inside?,0
7172,can you hold heirloom in your hand?,1
7173,is airplane heavy?,1
7174,is checkers bigger than a human?,0
7175,Is refugee competitive?,0
7176,Is canal found in a house?,0
7177,Is birdbath a vehicle?,0
7178,Is chanter found in the ocean?,0
7179,does home involve dressing nicely? ,0
7180,is oilpaper useful?,1
7181,is violin alive in any way?,0
7182,is bridge a vehicle,0
7183,Is jail something fun?,0
7184,is movie a household item,0
7185,is painter something I could buy at the store? ,0
7186,Is television man-made?,1
7187,is umbrella alive,0
7188,is duelist a specific person?,1
7189,Is meteor a concept?,0
7190,Does air have a physical shape?,0
7191,can you buy detector in a store?,1
7192,Is cartographer something you eat?,0
7193,Is fiancee a hobby?,0
