,questions,labels
2255,doing housework has a subevent of house gets clean,Yes
2256,screw is part of ship,Yes
2257,beaches has a property of sandy,Yes
2258,have party has a prerequisite of buy balloons,Yes
2259,national flag is usually located at country,Yes
2260,courthouse is usually located at city,Yes
2261,late is distinct from early,Yes
2262,knit has a prerequisite of find knitting needle,Yes
2263,remembering phone number usually causes call on phone,Yes
2264,plant plants has a prerequisite of mix fertilizer into soil,Yes
2265,people is capable of talk to each other,Yes
2266,chew food has a prerequisite of bite down,Yes
2267,farting usually causes stink,Yes
2268,san marino is part of italian peninsula,Yes
2269,actresses is capable of star in movies,Yes
2270,person desires enjoy,Yes
2271,play lacrosse is motivated by a goal of have fun,Yes
2272,atheists is capable of doubt existence of god,Yes
2273,watertown is part of wisconsin,Yes
2274,uneducated foreign security personnel is usually located at airport,Yes
2275,computer is usually located at house,Yes
2276,slipper is usually located at bed,Yes
2277,usher is capable of seat wedding guest,Yes
2278,lecture theatre is usually used for teaching,Yes
2279,apply for job has a prerequisite of fill out application,Yes
2280,andes is part of ecuador,Yes
2281,performing has a subevent of sing,Yes
2282,buy shirt has a subevent of select shirt,Yes
2283,having fight has a property of dangerous,Yes
2284,punching usually causes getting punched back,Yes
2285,food is usually located at house,Yes
2286,twin cities is part of minnesota,Yes
2287,person desires working computer,Yes
2288,have haircut has a prerequisite of go to barber,Yes
2289,machine is usually used for drain swamp,Yes
2290,buying presents usually causes spending money,Yes
2291,courtyard is usually used for have garden,Yes
2292,honesty is the opposite of dishonesty,Yes
2293,tea has caffeine,Yes
2294,find downstairs is defined as kitchen,Yes
2295,fight enemy has a first subevent of get weapon,Yes
2296,pump action is part of shotgun,Yes
2297,menstrual phase is part of menstrual cycle,Yes
2298,students is capable of begin test,Yes
2299,kuala lumpur is part of malaysia,Yes
2300,magician is capable of saw woman in half,Yes
2301,hand luggage is usually used for carrying with,Yes
2302,piano is usually located at concert,Yes
2303,billboard is usually located at city,Yes
2304,subway station is usually located at big city,Yes
2305,play chess has a subevent of move pieces,Yes
2306,pot is usually used for grow plants,Yes
2307,tanzania is part of africa,Yes
2308,pickled onions is usually located at jar,Yes
2309,student is capable of fool teacher,Yes
2310,hitler has a property of pure evil,Yes
2311,gathering of old friends causes desire of celebrate,Yes
2312,stigma usually causes discrimination,Yes
2313,dentist office is usually used for reading magazines,Yes
2314,aberdeen is part of scotland,Yes
2315,butcher is capable of quarter carcass,Yes
2316,stapler is usually located at office building,Yes
2317,aunt is part of family,Yes
2318,dressing nice is usually used for going on date,Yes
2319,bomb rack is part of bomber,Yes
2320,advancing into battle has a subevent of killing other people,Yes
2321,wabash is part of ohio,Yes
2322,astrakhan is part of russia,Yes
2323,disobey law has a subevent of get arrested,Yes
2324,classroom chair is usually used for students to sit in,Yes
2325,bell is usually used for getting attention,Yes
2326,brewer is capable of bottle beer,Yes
2327,name is usually located at directory,Yes
2328,polydipsia is part of diabetes,Yes
2329,kigali is part of rwanda,Yes
2330,people is capable of hear noises,Yes
2331,keyboard is usually located at desk,Yes
2332,laser is usually located at laboratory,Yes
2333,command processing overhead time is part of access time,Yes
2334,pay by credit card has a prerequisite of buy,Yes
2335,person is capable of control own reproduction,Yes
2336,competing against usually causes winning,Yes
2337,sew entails join,Yes
2338,copulating is usually used for couples,Yes
2339,believer is usually located at church,Yes
2340,aphelion is the opposite of perihelion,Yes
2341,bowl is usually used for serve,Yes
2342,objective is part of optical telescope,Yes
2343,lublin is part of poland,Yes
2344,take stand has a subevent of swear to tell truth,Yes
2345,algerian centime is part of algerian dinar,Yes
2346,killing usually causes guilt,Yes
2347,headword is part of phrase,Yes
2348,craps tables is usually located at casino,Yes
2349,take exam has a subevent of getting nervous,Yes
2350,eating apple is usually used for pleasure,Yes
2351,kidney is part of human body,Yes
2352,relax has a prerequisite of listen to music,Yes
2353,person desires know what time,Yes
2354,new britain is part of bismarck archipelago,Yes
2355,homeless person is usually located at homeless shelter,Yes
2356,handle proposals has a prerequisite of read,Yes
2357,barbecue restaurant is usually used for dining,Yes
2358,indirect is the opposite of direct,Yes
2359,procreating has a subevent of have erect penis,Yes
2360,coins is usually located at water fountain,Yes
2361,person desires liked by other people,Yes
2362,card is usually located at deck,Yes
2363,buy food has a subevent of paying,Yes
2364,going for walk is usually used for going to place,Yes
2365,bar is usually used for separate,Yes
2366,nybble is part of byte,Yes
2367,see art has a prerequisite of go to museum,Yes
2368,secondary coil is part of transformer,Yes
2369,ancohuma is part of andes,Yes
2370,working usually causes creation,Yes
2371,watch evening news has a last subevent of turn off tv,Yes
2372,west indies is part of atlantic,Yes
2373,pencil is capable of shade sketch,Yes
2374,people is capable of speak to each other,Yes
2375,liechtenstein is part of europe,Yes
2376,lumbar vertebra is part of back,Yes
2377,wash clothes has a prerequisite of gather up,Yes
2378,sapodilla is part of manilkara,Yes
2379,clocks has alarms,Yes
2380,enjoying day usually causes being happy,Yes
2381,have party has a last subevent of go to bed,Yes
2382,dust is usually located at desktop,Yes
2383,new mexico is part of southwest,Yes
2384,blade is part of sword,Yes
2385,kiloton is part of megaton,Yes
2386,elderberry is part of american elder,Yes
2387,river is usually located at valley,Yes
2388,clean clothes has a first subevent of put in washing machine,Yes
2389,stress causes desire of breathe fresh air,Yes
2390,musician is usually located at studio,Yes
2391,ribbon is usually used for making bow,Yes
2392,watching evening news usually causes learn about current events,Yes
2393,dying usually causes grief to family members,Yes
2394,timimoun is part of algeria,Yes
2395,poem is capable of provide comfort,Yes
2396,succeeding is the opposite of preceding,Yes
2397,dishwasher is usually located at kitchen,Yes
2398,entertaining has a subevent of show around,Yes
2399,darfur is part of sudan,Yes
2400,stop being married to has a prerequisite of divorce,Yes
2401,hands is usually used for hold things,Yes
2402,implode is the opposite of explode,Yes
2403,clean clothing has a prerequisite of put in washing machine,Yes
2404,fan is capable of cool air,Yes
2405,luggage trolley is usually used for carrying luggage,Yes
2406,prisoner is usually located at jail,Yes
2407,patient is capable of take pill,Yes
2408,dairen is part of china,Yes
2409,codpiece is part of breeches,Yes
2410,foreign service is part of department of state,Yes
2411,flute is usually located at musical instrument store,Yes
2412,flitch is part of side of pork,Yes
2413,grandmother is the opposite of grandfather,Yes
2414,heating element is part of electric heater,Yes
2415,hill is usually located at countryside,Yes
2416,madagascar is part of africa,Yes
2417,marijuana is usually used for pleasure,Yes
2418,calculator is usually used for adding numbers,Yes
2419,lost is distinct from found,Yes
2420,pleura is part of pleural cavity,Yes
2421,check vital signs has a subevent of take pulse,Yes
2422,magazines is usually located at train station,Yes
2423,judea is part of palestine,Yes
2424,wet tile surface has a property of slippery,Yes
2425,copulating is usually used for lovers,Yes
2426,marker is usually located at desk,Yes
2427,byblos is part of lebanon,Yes
2428,acorn is usually located at tree,Yes
2429,play guitar has a prerequisite of buy guitar,Yes
2430,line up entails wait,Yes
2431,bridge arch is usually used for cross river,Yes
2432,factory is capable of bottle wine,Yes
2433,boater is usually located at boat,Yes
2434,grow vegetables has a prerequisite of plant seeds,Yes
2435,plan vacation has a prerequisite of have vacation time,Yes
2436,studying for subject usually causes passing test,Yes
2437,stopping car has a subevent of apply pressure to brake,Yes
2438,light fire has a prerequisite of match,Yes
2439,black is the opposite of white,Yes
2440,riding lawnmower is usually located at garage,Yes
2441,most bedrooms has windows,Yes
2442,watch tv show has a prerequisite of turn on television,Yes
2443,sideboard is usually located at dining room,Yes
2444,program has a subevent of debug,Yes
2445,stage is usually located at auditorium,Yes
2446,staying in bed has a subevent of read book,Yes
2447,stickshift is the opposite of automatic,Yes
2448,postpone is the opposite of hasten,Yes
2449,st petersburg is part of russia,Yes
2450,cheat entails deceive,Yes
2451,contemplating usually causes deep thought,Yes
2452,posting message usually causes replys,Yes
2453,jumping rope is usually used for fun,Yes
2454,sand usually recieves an action of found on beaches,Yes
2455,cook is capable of quarter pie,Yes
2456,hearing music is usually used for distraction,Yes
2457,eating vegetables usually causes indigestion,Yes
2458,having asthma attack usually causes take medication,Yes
2459,mall is usually used for shopping,Yes
2460,take bus has a subevent of sitting down,Yes
2461,going to market usually causes spending money,Yes
2462,dime store is usually used for purchasing inexpensive items,Yes
2463,fornix is part of limbic system,Yes
2464,teacher is capable of listen to student,Yes
2465,buying for loved one usually causes happiness,Yes
2466,gestalt law of organization is part of gestalt psychology,Yes
2467,fence has a prerequisite of get foil,Yes
2468,pan is usually used for cooking,Yes
2469,malaysian state is part of malaysia,Yes
2470,people is capable of touch other people,Yes
2471,cardiac massage is part of cardiopulmonary resuscitation,Yes
2472,person at prayer is usually located at synagogue,Yes
2473,knit entails sew,Yes
2474,colorado is part of mexico,Yes
2475,christian is capable of believe in jesus christ,Yes
2476,spoke is part of bicycle wheel,Yes
2477,dime store is usually located at strip mall,Yes
2478,ethernet cable is part of ethernet,Yes
2479,clothing store changing room is usually located at mall,Yes
2480,offing is part of main,Yes
2481,kill yourself is motivated by a goal of die,Yes
2482,person is capable of write letter to friend,Yes
2483,epiphany is part of january,Yes
2484,commit murder has a prerequisite of plan,Yes
